评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7520929298489213753,你说的不就是黄磊吗[捂脸],,109,2025-06-28 17:26:52,羁鸟恋旧林,https://www.douyin.com/user/MS4wLjABAAAAnW68OcQjLEME5D26ctHsqeuCCDXfEt69VwJBrRoN9uMin47-HOq6GxjcZUZa7cT3,72248427691,未知,3,安徽
7521033038454407975,我没有上过一天军校但我征服了整个欧洲[看],,2,2025-06-29 00:09:29,我是米饭,https://www.douyin.com/user/MS4wLjABAAAAI_RIH1q2_8RJrETTIF899G-yiTFn9zJQhUZebgqzI43vb2njOxdbYYuN8Hy-FFpT,96190607674,未知,0,河南
7520980111145222969,"“不知三军之权，而同三军之任”
“这三个勿字，总统全占了”",,0,2025-06-28 20:44:03,行路人,https://www.douyin.com/user/MS4wLjABAAAAa4JkDXKTx8ItK3vBAHjdwG6FDBlUZc0UZdIlnDAa65s,AAAAHEHFIRJSUD12,未知,0,广西
7521238668155290427,我还是喜欢这种领导：我不管你用什么办法，这件事给我办成就行。不会强行指挥，把自己的想法强加给你。[呲牙],,11,2025-06-29 13:27:23,梁侃,https://www.douyin.com/user/MS4wLjABAAAAIzCPt7Tgasqe_IgEJ4A1yxuTb98F-JQyAKzl5abl3qM,liangkan1635,未知,1,IP未知
7521259581806527247,我年轻的时候就遇到过东梦你说的这种领导，后面被他训的多，他终于亲自出马调度协调，结果整个项目。。。。。确实做的又快又好，从此以后我们整个组的年轻人更拉胯了，累死他[呲牙],,0,2025-06-29 14:48:36,Alex.璀璨星河,https://www.douyin.com/user/MS4wLjABAAAA1njLZZrcIM06n4tR6CuXT2xWpaGDBBy_olObA7Xzano,,未知,0,广东
7520935513609405244,黄磊？,,2,2025-06-28 17:50:59,人生就是在享受等死的过程,https://www.douyin.com/user/MS4wLjABAAAACBCEcj1jYMMnIZPov-pzAOwG1ZmtDltso0UGjMJBYv8,deng_si_zhi_ren,未知,1,上海
7521621752558256946,将在外军令有所不受[看],,0,2025-06-30 14:13:58,bjnbbjj,https://www.douyin.com/user/MS4wLjABAAAA3wXc72zbeWbzlFHjwwsxdGq72Gx-PyJdFdNIhlbyp518FS-8IYF1QcALzdhqW169,83745469714,未知,0,江西
7520952162470560512,"嗯 你说什么
我说总座高见[憨笑]",,3,2025-06-28 18:55:38,五十八岁小学生,https://www.douyin.com/user/MS4wLjABAAAAsZzJJ-C5mQmFF2BUHH_A6S-p1NjjX-puJdLJcRGbJPxZJpj02LU8dBD7OhUWU1zn,69070276756,未知,0,甘肃
7521201226470638346,所以，我小学希望杯，数学奥赛，英语奥赛，拿了国奖；初中数学、物理、化学、英语奥赛拿了国奖；高中化学奥赛国奖；高考600+，所以也可以按照这个标准要求自己的后代，没问题了吧？,,9,2025-06-29 11:02:05,朱雀,https://www.douyin.com/user/MS4wLjABAAAAQ_ipAUFi6lx3WmGkpsPMGqamekjM9hFWFnPJC3pud9IuluBr67k76xtxT0fX_oc0,24855307333,未知,6,天津
7520918784414008121,你说的不是我妈吗？[愉快],,17,2025-06-28 16:46:04,不是淘气的淘,https://www.douyin.com/user/MS4wLjABAAAA_Eb4LooQUj5wxIt_8ZzmihPKvV64dY7VdJT70bVepOM,hcuxhguvicujxyvh,未知,1,广东
7521412529290134306,法国拿破仑之后在无战神,,0,2025-06-30 00:42:14,Remo,https://www.douyin.com/user/MS4wLjABAAAAsALTWzFN1LCDxre8VQrjP98fAjPqC-E1WG4Yz0tIthY,,未知,0,河南
7521411000320000794,班主任算吗,,2,2025-06-30 00:36:11,喧嚣.,https://www.douyin.com/user/MS4wLjABAAAAZoxkIK8x6Vgi7_W5h9w43jENdnUYVcj-CTtaHagJJso,93245809789,未知,0,江西
7521399724202230555,经常,,0,2025-06-29 23:52:23,堇色@An年,https://www.douyin.com/user/MS4wLjABAAAAY8SySQgCKSL9KuTv2-RBVi_l1SzH9ajEuti-klEIQxxXSeLf3O1sPuaQmdSx5Vzf,88188824566,未知,0,甘肃
7521390493106176831,[比心][比心][比心],,0,2025-06-29 23:16:37,ԅ(¯﹃¯ԅ)东哥,https://www.douyin.com/user/MS4wLjABAAAAd4Y8DlOjwegrYegwwZFF5rZUmrjnLiTO7JLwk1sMTW2sZnpwYUYN7mb3SVIoxsRd,58635320115,未知,0,湖北
7521390117497914122,刘勇[憨笑][赞]@07AK天才少年,,0,2025-06-29 23:15:08,枫叶红前重逢,https://www.douyin.com/user/MS4wLjABAAAAXc1tAbazu1I4yECrP_rfb_zDyUX6aTklWxizYqyEdJKNfHLXFhEa7-XX9JmPn3Hn,fengyehongqi23,未知,1,湖北
7521380428340626185,你又问,,0,2025-06-29 22:37:30,GT,https://www.douyin.com/user/MS4wLjABAAAA_3QnAHh3vLinaidZ-sPrNXzpH3yFUmMW-d9mOv0wV9yJTLeLGk4kuQhkHuKuqHGK,76779533631,未知,0,陕西
7521376394149266239,除了技术岗，大多数的领导的能力都比打工人强！你还别不服[捂脸]！,,8,2025-06-29 22:21:51,第九特务,https://www.douyin.com/user/MS4wLjABAAAATCkiqEUr6uXYMBhlJBVFCokLePWUExvC6QeoERCuhziwPnp86Qjt5CzNf_lyTjxN,hx3561738,未知,2,浙江
7521375696380707584,到处都是，说年轻人狂妄自大。殊不知他们自己才是最目中无人的,,4,2025-06-29 22:19:09,三穗金态农业科技有限公司,https://www.douyin.com/user/MS4wLjABAAAAgUE-txCnzwsZH04HoV38dVxLo1LFxeUC2QyeShtoRJwXvZhc3ZOrJLJtLNMfJodF,sansuijintai,未知,0,贵州
7521371362553168682,多 多的很,,0,2025-06-29 22:02:19,洋。,https://www.douyin.com/user/MS4wLjABAAAApWuV0mZPVfZz9c92wB5ZXYQstYYrHDZj3PFlKb3MUgKcAzigImw-viq5C5J_6Fi9,hei.shiyangyanga,未知,0,广东
7521366085476893499,足球,,0,2025-06-29 21:41:49,bwv,https://www.douyin.com/user/MS4wLjABAAAAa_oc5SME0Aa1tGAoihN0YGEyPSn-nSp4Xzn7B3wtmeA,dy6naq716a8m,未知,1,山东
7521364261421384491,我爸[憨笑]问我为什么不结婚，说现在女孩子加起来太容易了，然后如同开头那样说，然后一加对面的女孩子vx，就被拒绝[憨笑]，然后回过头来还跟我说一大堆大道理[憨笑],,1,2025-06-29 21:34:46,—— 展开62条回复 ⌵,https://www.douyin.com/user/MS4wLjABAAAAUhvEYRXzauW4x-eICKyk50EhEdKtQOBkgIKkTuKT3Lo,,未知,0,广东
7521361810156880700,[坏笑],,0,2025-06-29 21:25:13,胖胖,https://www.douyin.com/user/MS4wLjABAAAApEfXUagL8JvQ9ktF2axtciITUH41fyzhGnqP31XeJQ7xQ9Kghe2cvL3h9kMoP_Ku,87416449925,未知,0,湖南
7521359510356263707,老辈经典我吃的盐比你吃的饭还多,,0,2025-06-29 21:16:18,愈诚,https://www.douyin.com/user/MS4wLjABAAAAoO5NF9LhOSD4RaD_c2XmJ2b9Nzn3grnndnq_LEkLWR6maC2DPlUt-PhhOz6tgrh0,ccc42369,未知,0,海南
7521358997150401295,,,0,2025-06-29 21:14:23,用户2404177010930,https://www.douyin.com/user/MS4wLjABAAAAUsXAv4KWH-pT5KvG54gEjlOf-K4TYAob8nZqDuQ4Cv_xIcTm4ewy7vh9BJBVSnp6,87377598497,未知,0,广东
7521357862510789386,窝不明白[微笑],,0,2025-06-29 21:09:55,北风与太阳,https://www.douyin.com/user/MS4wLjABAAAAYaFORLBa7LsYzCbMJUaaAsIWqbGed3n-ARwkU0_hAQUpNMYs9KbWpw7BUIpKHsJ5,80142034177,未知,0,安徽
7521357830680085282,麦克阿瑟：我输了一辈子五星上将还不是手到擒来，但凡我是其他国家军事长早就上军事法庭被绞死。,,0,2025-06-29 21:09:49,“酒”葫芦,https://www.douyin.com/user/MS4wLjABAAAAR2Hpmk_dxEgbFKvJjZCJeyqUxb6t4LbNIcaxfi7pBQc,,未知,0,广西
7521357036300813091,你以为他大智若愚，其实就是蠢，胆子大点，运气好点。,,2,2025-06-29 21:06:47,只鸡絮酒,https://www.douyin.com/user/MS4wLjABAAAAZ6Katt8RR0INAeOjpAXE56ij1B5gmG-03lf4ipbOcuI,71595478072,未知,0,江西
7521348927665996579,你说局座牛逼,,0,2025-06-29 20:35:16,🛫哆啦A股梦,https://www.douyin.com/user/MS4wLjABAAAA0EBTIi2d6QBLbC8rruXr0XnTDqsAgJNGNfBFzZM8_2-p6UPCVdnxe1NjYfNaivHq,HeTai_58,未知,0,上海
7521347681995735817,明知山有虎别去明知山[捂脸],,0,2025-06-29 20:30:25,🙋,https://www.douyin.com/user/MS4wLjABAAAAORlF5XdhYQiLHV_WeKi7ZFm-fvqlfls0Wsd5eQwEK58,12345678910kuba,未知,0,安徽
7521341765984682791,飞机是天上飞的，车是地上跑的,,2,2025-06-29 20:07:33,Dying Tom,https://www.douyin.com/user/MS4wLjABAAAAh1N5NQYf5ryqS2xav4mg0ZFGCJLxgEn4JnOtPEaemQYs_Miz-NvYmVDAaskArXkV,tear.rain,未知,0,重庆
7521063245013336832,我前领导，业绩每个月都亏损。给区域领导上供保住了工作。而我没去他部门前，公司业绩前三。区域领导为了他把我弄过去，结果他还不放权给我，自己弄～～[呆无辜][呆无辜][呆无辜],,7,2025-06-29 02:07:01,维C果粒橙,https://www.douyin.com/user/MS4wLjABAAAAEIo8b_qG37dtwXX4vpFkFHa6I2gFdoTWZHnt_r8Y4zc,dyw4giz5kfyb,未知,0,重庆
7521196133378867968,我的领导：“你去做一个聊天软件，把微信干掉”[愉快],,18,2025-06-29 10:42:26,小嘉诚,https://www.douyin.com/user/MS4wLjABAAAA6TknAd5R4I1aEJ9gja66mbtRMYcidjDDo5yse4O6ERs,A2563731772,未知,0,云南
7521013936986047290,上次有个客户（总监）让我开专用发票，说专用发票可以给她们公司抵税，然后我说您猜那个专用票税点多少，谁出呢？,,0,2025-06-28 22:55:19,起可查,https://www.douyin.com/user/MS4wLjABAAAA_ATbeqeftf43qQRru8ZQZLbCWOgm248XYnCPpOwta7Y,,未知,0,广西
7520995893706507034,"老板：**************
我：总座高见",,3,2025-06-28 21:45:18,瘦肉老师,https://www.douyin.com/user/MS4wLjABAAAAXST0s80mklUzz1D0OLJQ0K-sIgOOohHMFx9xYKDv_7lMtSR9U3Af2qS9ylQ2opgO,shi61527,未知,0,山东
7520920933818123066,经典的审核看视频看入迷了系列[捂脸],,12,2025-06-28 16:54:24,刘硕予,https://www.douyin.com/user/MS4wLjABAAAAd0i0RgrAn0ZtvqU2bkNUKcqzZdHSn9P1MDs-p5hPgJ8WSCgWqf1kNlamErBbWs9s,Liushuoyu11,未知,0,北京
7521262615004906298,这不就是我老板吗,,3,2025-06-29 15:00:18,或kk,https://www.douyin.com/user/MS4wLjABAAAAqDLs9sLfVs3DYOcru4sZisMDlBCoTB3Y-7Ke6JZVv9SGU_pfuQheLNFpUG8d66j1,89267710876,未知,1,上海
7520976348136457018,这不就是我亲妈吗,,14,2025-06-28 20:29:26,到底是谁拿了我的外卖,https://www.douyin.com/user/MS4wLjABAAAAuWfxZEQMmeqTvVjzrhm8q4XKONvbszzS1KIxZ_jrTX1O7OWsjjpUsB2WL3O6ENR0,51438458857,未知,2,海南
7520959899884585771,预算十万，让我去收购京东！！！！！,,17,2025-06-28 19:49:03,边城斌子,https://www.douyin.com/user/MS4wLjABAAAAk9MX21M1OQw-y1t_5gacbHMijUoeuxlZhkTC_c4_fdU,,未知,0,河北
7520941283138159403,明知山有虎，别去明知山。[赞],,5,2025-06-28 18:13:23,小三班扛把子,https://www.douyin.com/user/MS4wLjABAAAAuImnyvPfRy-secEiEK4nORcmogH4Y7TrkJtk1LRItDI,,未知,0,江苏
7520949287104332601,看到了吧 洋人到了17世纪才知道地利的重要性[尬笑],,10,2025-06-28 18:44:26,一拳超人,https://www.douyin.com/user/MS4wLjABAAAAk2KJujw7e8wrWpVR9n0578Tlsw2KLXmBgVUAitv1UYc,TCLY888888888,未知,0,安徽
7521318021685035835,多的不得了，他错了，但是他说了你就得认，事后你还得补救，补救完了还觉得是你应该的[抠鼻],,4,2025-06-29 18:35:18,安🍃、,https://www.douyin.com/user/MS4wLjABAAAAz0ddMxQDHRsckjDMvXY1I0sUNk4lyW8gFEH5g8MZ-KY,Han19729721,未知,0,广东
7520919048512799548,那口味儿很重了,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a01bf761ad8b4ee489ed6bd2b77538f4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=FspzzU7iDoCn4mp7nbCrMZHYkJM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a01bf761ad8b4ee489ed6bd2b77538f4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=tNnSfd4hh67D%2BNcNV9NWJunYBTw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a01bf761ad8b4ee489ed6bd2b77538f4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=ivZbDYdOvlV3PZjnpUe8DE2J0pM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a01bf761ad8b4ee489ed6bd2b77538f4~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=m5%2F%2B%2BG8fPgSAYwctTtuSuch5SnI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B']",44,2025-06-28 16:47:06,光头牛(暗区突围),https://www.douyin.com/user/MS4wLjABAAAAaVlmcxtrah6hvP3bpWTnxPQTT7MlUIR2eFi82pJwxOM,94817597368,未知,0,河北
7521024738916795194,你说谁不懂？,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d02e2f7062954cc7b5a03010d110f1fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=2YunJDAlDAO2P3qw%2BoggGBP9O6c%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d02e2f7062954cc7b5a03010d110f1fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=hHLh9TVkwJIYlolePK24ajtY5E8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d02e2f7062954cc7b5a03010d110f1fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=mErP7FZ26n%2BEJj3dSN%2FtCyo7ceI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d02e2f7062954cc7b5a03010d110f1fe~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=zYuiu6HU3kvSMEVwJEUr2GPtAJc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305467094F3EE1FC97BE4D5B']",4,2025-06-28 23:37:15,情感难以抑制,https://www.douyin.com/user/MS4wLjABAAAAp8agTZiuH5Uv9z97We2BdMd_6Hvfh3LRuF-o2OpChp8,28740399778,未知,0,重庆
7520952342897623827,所以真正的好领导只需要会用人然后开会就行了[九转大肠],,4,2025-06-28 18:56:19,羁鸟,https://www.douyin.com/user/MS4wLjABAAAAfAu_ojV2inUiuEyRIvbSbWbVoOqKtwm9Buw2wJzaito,,未知,0,北京
7520936056293589817,刚遇到[蜜蜂狗]我联合股东让老板退股了走了,,3,2025-06-28 17:53:06,吳心,https://www.douyin.com/user/MS4wLjABAAAA2EbkTwa2m0W-Ehb6RL4TTn8yi7_XbmOgd5Qt-D7dZL0,SSRWQL888,未知,0,福建
7520922861515801378,"乐中带唐，唐中参乐
简称:",,4,2025-06-28 17:01:56,Star,https://www.douyin.com/user/MS4wLjABAAAAMtjxA-daHVKZ0NWVSGFCbAHSa0RBKwe1LJQ79pGFt7I,44135234705,未知,0,广西
7521252869988909824,部队一大堆[憨笑],,0,2025-06-29 14:22:34,🌈断剑重铸之日，骑士归来之时,https://www.douyin.com/user/MS4wLjABAAAAoM_rV1l2wGU8OH04cLVGWa1C_vOxMDhDjeh-GhJJiUI,fanht0813,未知,0,河南
7520978292485292838,我知道我不懂，我还知道你不能没了工作。,,3,2025-06-28 20:36:58,###,https://www.douyin.com/user/MS4wLjABAAAAfwmuZ-PW2qIKvAf6vlR3wGDQKeDf7wA6JLXyX4LilVo,xiabukaisen,未知,0,广东
7520977194147922727,校长:你为何要放我的视频？,,3,2025-06-28 20:32:44,风帆起航,https://www.douyin.com/user/MS4wLjABAAAAwsHjKUkxWoeyMeaQk5LTu52nmwHJ735lHzHfzWQpxpg,guzipiaoling0799,未知,0,江西
7521265008845046582,我当兵的时候卧推300公斤,,0,2025-06-29 15:09:36,猛干小米饭,https://www.douyin.com/user/MS4wLjABAAAA231lx1bkQoGakGKSIiHWtAFr4X5LMAc0eKIpAfDa6m6fX6TBWmtSd1A0bb4iZpVM,70034891455,未知,0,河南
7521163176097186614,可恶的指挥官居然埋没了一个天才[微笑][微笑][微笑][微笑],,13,2025-06-29 08:34:30,拿破仑.波拿巴,https://www.douyin.com/user/MS4wLjABAAAAVMsKTHQnemtCKqCe6fXMUPjnIlKFbvh03AtySDUdHuPhCawCCrwaYs8VOvqxXOfo,89025175066,未知,1,湖南
7520934013625844489,常凯申：直接报我身份证吧,,5,2025-06-28 17:45:13,菜菜菜,https://www.douyin.com/user/MS4wLjABAAAAb-8WdCtSWr5ddslckHVQNFvcWQICdwM-kJ29n1FLLGw,,未知,0,四川
7520941423781724986,反斜面。。上一次我还是看我的团长我的团呢。。。,,2,2025-06-28 18:13:55,东君（诗词爱好者）,https://www.douyin.com/user/MS4wLjABAAAALsESSX-yuuCC6PK4buJPdtRVEF0vv2rVzOR08bQosbs,,未知,0,辽宁
7521036888750670649,领导无论去哪里都是去指导工作的。无论哪个部门。,,4,2025-06-29 00:24:25,ggw,https://www.douyin.com/user/MS4wLjABAAAAqCxu9n7bOR3sG7BjfuYrX4zeXOTk7yj0RorCYvnAFadNad7jQID_vSdqV5n3nSoH,26846844819,未知,0,贵州
7520967853031523130,我们学校的那个教导主任[发怒]什么都不会什么都要装说自己是研究生毕业结果教导主任穿水电工的那种服装那肚子能装下来一个我穿个灰色的衣服远处看还以为是个石墩子呢[发怒][发怒]天天就是校纪校规,,2,2025-06-28 19:56:29,秋天的谎言,https://www.douyin.com/user/MS4wLjABAAAAS-8Eh-LlVaenEiBGSBcc36jEDFp-oPNaJPr14F2KuBZ3YGCASKjMQ-eWpC45CveC,55448921116,未知,0,上海
7520952850563941139,真是特别喜欢嘲笑别人，但凡是他了解过一点儿那就是唯一的权威了，天天说二三十年前的那点儿经验，还特别上头你就是突然说点别的他也先歪嘴冷笑，拿呛拿调的我就说你什么都不懂，早形成肌肉记忆了。,,2,2025-06-28 18:58:18,金小虎（我唯一亲生的小孩）,https://www.douyin.com/user/MS4wLjABAAAAIFNJJu-hxY-NwTSD31BS44gJWkPGRNHdaqNTvyaQ3Uo,xiaohu.......,未知,0,北京
7520918768407675702,大多数不都是这样的吗？而且还得违心迎合他，心里早就甩他几十个嘴巴子了,,27,2025-06-28 16:46:04,雪域霜刃,https://www.douyin.com/user/MS4wLjABAAAAIwiqeiz3FdUVfkHBZero7AUoYpvz9S8hRIeELY2L5Sd-4O5L2U3Fx5DPndF5dkNr,nixianren301,未知,1,甘肃
7520952296625537811,大学社团篮球交流赛，我得了一半以上的分并获胜，赛后被批没有团队精神[酷拽],,66,2025-06-28 18:56:08,歐陽.,https://www.douyin.com/user/MS4wLjABAAAAAtkUd0R8MSDvlw-mMixr_JaGhz4eP9QFS1BCC_oXd5s,OYJHBDG,未知,5,湖南
7521638431057232699,黄老师,,0,2025-06-30 15:18:41,把花送给you,https://www.douyin.com/user/MS4wLjABAAAAj0I6L2go6B2xh707CiPAW1-1l08Lpph2iHtAvcUA0_Kw-Un0IM4aunTEMY5BjLVn,69771849682,未知,0,江苏
7520997361251337011,他总是说优势在我,,1,2025-06-28 21:50:59,X,https://www.douyin.com/user/MS4wLjABAAAAB6e8E6drZec99dTj1hs01qWqUimgZqQSfJYzJYrQBMw,,未知,1,广东
7521337793832108850,《我不明白！》,,0,2025-06-29 19:52:06,小时同学,https://www.douyin.com/user/MS4wLjABAAAAsf94hRZvoW_zODBzTVGIleEe0peFVkIthnz2HddqOqg,54songbo,未知,0,安徽
7521337777608098620,我就遇到过30分钟干不完的事他说他自己十分钟就能干完[捂脸][捂脸][捂脸],,0,2025-06-29 19:51:58,她有胃病爱吃辣,https://www.douyin.com/user/MS4wLjABAAAAkjMplbiTPbEJDgJaJnG8aP7KjfEwLH4rmvn8fg8uIoze_DRRhPpbEC88TLNvDnRe,wyyxhnyg,未知,0,甘肃
7521333496233853742,[微笑],,0,2025-06-29 19:36:05,I希望之光,https://www.douyin.com/user/MS4wLjABAAAAdBD9Gd9qN98oAAWtjTfuu4uLrFKOhd-ItyUHXdClOx4,63812772236,未知,0,山东
7521324028692628284,为什么一定要说他不懂[泪奔],,0,2025-06-29 18:58:38,em,https://www.douyin.com/user/MS4wLjABAAAAeIVfS4Hl_Whdrq-SSpGMFsk68LLRWYVrmvmGjDjesg4,em76252,未知,0,贵州
7521318748726280970,有啊，我导师就是,,0,2025-06-29 18:57:06,annashabai,https://www.douyin.com/user/MS4wLjABAAAApGamIptmkj9ZQZVvHK_08PloKjyizhQQN_WGpJ60BYm6ysAN12jhfgKVFKmG9jir,annashabai49,未知,0,山西
7521318875187725115,必然遇到过，人生一难吧[尬笑],,0,2025-06-29 18:38:37,昏古起了,https://www.douyin.com/user/MS4wLjABAAAAhZeVT19sAVyLSoblQvQU4iUc3Osb-eVKn_gJhLWHVmo,,未知,0,上海
7521316633023333177,！,,0,2025-06-29 18:29:56,一口气吃四个包子,https://www.douyin.com/user/MS4wLjABAAAAcjLy8zxtk9lxwv-c0zNHvGvdijH2uCKyrqFdE4DbFD4,,未知,0,重庆
7521313674725917499,别在问我了，我真的什么都不知道[流泪],,0,2025-06-29 18:18:27,梓,https://www.douyin.com/user/MS4wLjABAAAAHkMgz1SOoLi22yk_hlw-hENX8f8KcztHLwDFie9c13wsSOnEqepC6KwbbempHjB6,zi50277,未知,0,广东
7521309994848912138,黄磊,,0,2025-06-29 18:04:13,吴帅,https://www.douyin.com/user/MS4wLjABAAAAbwjQeuA9CPv30AENs-m4AVVXjEuW_TgvUDUcl7x0y5Y,2481406718h,未知,0,湖北
7521309216126436153,24岁将军,,0,2025-06-29 18:01:09,还知,https://www.douyin.com/user/MS4wLjABAAAAdcKvAVX69LeZVNL5SAiVO-wKIWTKHE0nWgOMopbovHs,31458436144,未知,0,广东
7521309157225366322,[赞][赞][赞][赞][赞],,0,2025-06-29 18:00:57,山人在外,https://www.douyin.com/user/MS4wLjABAAAAeOiCfqYvwTS-DV3thP6rt3Bfi7hgk63M-cobS3_Ix3isUCR2z7ZRz1Hco6IUA7iz,56055648584,未知,0,河北
7521305892533748530,[比心][比心][比心],,0,2025-06-29 17:48:15,龙腾九州,https://www.douyin.com/user/MS4wLjABAAAAuWT60NWj6bxlMumPdDCKhSxpMNzWj6AuhQGkilqzwnk,lb715565694,未知,0,河北
7521301574561383178,@小布丁. 阴憋,,0,2025-06-29 17:31:31,菜刀酱,https://www.douyin.com/user/MS4wLjABAAAAPK5A15tHngEXHaEv3wyZEdI6jGsHlBkapyCDZOrm1kGwYp6YRfMu4YdeXl5VXzqq,caidaojiang0201,未知,0,广东
7521301524347290426,微操式指挥,,0,2025-06-29 17:31:18,通知：,https://www.douyin.com/user/MS4wLjABAAAAe5GYLwd1Fz1ZmLXpkljEVYTaASo0lk3TRe3HX6dW4ealtoLRs9JOvSwALaZTCDDr,82827744078,未知,0,天津
7521300491609113403,都是这种的,,0,2025-06-29 17:27:17,i,https://www.douyin.com/user/MS4wLjABAAAADzXkx3cOkqvKIUXyyNu0Upg1SrNss8zIwvoToKh_noc,2020.20.20,未知,0,广东
7521293413103272756,小学老师,,0,2025-06-29 17:16:31,永不醉,https://www.douyin.com/user/MS4wLjABAAAA0xiU-xoavKsy7EzhUHdJrme68lb18WzNqd3S2F3LVun2rmu9-7GtHQcIw0rHBB71,28269076977,未知,0,新疆
7521296341449737020,总座高见,,0,2025-06-29 17:11:11,马丁伊登,https://www.douyin.com/user/MS4wLjABAAAAT5M-XHmuKjVEbLvLr-345986TdrPcna1VOla0vVnVEpavbWxVbpi5SIcgBWZgzD6,dyaqz00hqryx,未知,0,湖北
7521294134482928441,老登快更啊[流泪][流泪][流泪],,1,2025-06-29 17:02:38,木槿,https://www.douyin.com/user/MS4wLjABAAAADK4L8XWR9q3AB-DN5qWRuDtR_uZqfrsQKrf7Tiqv_aAiwe5vic-GNMTYiN8Yf_kO,72369362508,未知,0,山东
7521290873876857638,@． @橙子 @不想白给了 @生来就帥 戏志才[看][看][看],,0,2025-06-29 16:49:59,无他,https://www.douyin.com/user/MS4wLjABAAAADB_ZpyFH96TaUtZ42vlR-OqRlu9djTk-xQ_6x2hC4BWGz4wXwTYq5cWuTzyp6Ow-,59589581841,未知,0,浙江
7521283246749041468,本命年升职啊,,0,2025-06-29 16:20:23,奖罚仙人,https://www.douyin.com/user/MS4wLjABAAAAOoYI06-hboWU9Hr9GP8eC1C-76vOqLdqf3jxFVtPCyw,Two_Lat3,未知,0,辽宁
